time_elapsed,ep_reward_mean,ep_len_mean,true_reward,explained_variance,clipfrac,serial_timesteps,value_loss,policy_entropy,approxkl,n_updates,total_timesteps,policy_loss,fps
50.90220665931702,14.354125276078484,232.12,0.060704943,0.7667821645736694,0.045580003,20750,0.2753095,5.6468544,0.004220637,83,2075000,-0.0025080075,106976
51.48134398460388,13.732305846219607,229.85,0.0589269,0.769533634185791,0.036859997,21000,0.277035,5.643514,0.0035596688,84,2100000,-0.0024468764,103836
52.06371831893921,13.97937212772643,230.79,0.058328114,0.796393945813179,0.03894,21250,0.2875181,5.6415186,0.0035803379,85,2125000,-0.0024642826,106317
52.648494720458984,15.249859953651134,237.18,0.06333498,0.7230393290519714,0.04552,21500,0.23287623,5.641654,0.0041147694,86,2150000,-0.002807833,115635
53.21548557281494,14.698580034826827,230.86,0.061675396,0.7787402421236038,0.051356,21750,0.25040886,5.6422057,0.004446971,87,2175000,-0.0030183769,110903
53.77615427970886,15.481682488626102,233.68,0.06453477,0.785012885928154,0.038392,22000,0.21431129,5.642052,0.0036184378,88,2200000,-0.0033166588,104349
54.353261947631836,15.01190024008647,230.43,0.06291397,0.8160284906625748,0.06935199,22250,0.20052631,5.64105,0.0056568873,89,2225000,-0.0023723184,120138
54.927647829055786,14.995638051742281,228.25,0.06326669,0.8285851180553436,0.053572007,22500,0.18476477,5.6400876,0.004831464,90,2250000,-0.0030948655,112133
55.53690266609192,14.610381329117645,232.73,0.061123423,0.78892882168293,0.056080002,22750,0.17914054,5.638353,0.004751226,91,2275000,-0.0020970139,113838
56.09447002410889,14.595616239141869,230.81,0.061312452,0.8113168776035309,0.032351997,23000,0.1626807,5.6370173,0.003297568,92,2300000,-0.002137454,116759
56.6424674987793,15.102614734678573,233.17,0.062913164,0.8425556272268295,0.030164,23250,0.13634059,5.633518,0.0031669077,93,2325000,-0.0034052283,117132
57.20575523376465,14.473689336523066,236.41,0.059943754,0.8033218532800674,0.048116002,23500,0.14704096,5.629249,0.0042824587,94,2350000,-0.002133723,105793
57.79398250579834,15.905481903454584,239.83,0.06532649,0.799414873123169,0.028048,23750,0.12708536,5.6273007,0.0030193634,95,2375000,-0.0034587067,106937
58.37816405296326,15.827923209601868,235.9,0.06583212,0.8142760843038559,0.041895997,24000,0.13163882,5.6262784,0.0039614225,96,2400000,-0.004161994,107406
58.94831442832947,16.269223084056577,241.0,0.06608909,0.8306700885295868,0.047943998,24250,0.110521294,5.6207075,0.004282917,97,2425000,-0.004219773,106456
59.524224042892456,15.831098886588661,237.65,0.0651998,0.8539058715105057,0.041940004,24500,0.10803715,5.615945,0.004047135,98,2450000,-0.003981362,107766
60.13241791725159,17.291091502668568,238.66,0.070807695,0.8745383024215698,0.045464,24750,0.080480084,5.6099334,0.0041806856,99,2475000,-0.0040143337,108924
60.69773721694946,17.62225249824376,238.1,0.07244542,0.8414240926504135,0.032984,25000,0.09434921,5.600275,0.0034894883,100,2500000,-0.0031156938,107722
61.272196531295776,18.04212260910019,239.62,0.07401288,0.8360665142536163,0.044568,25250,0.07785023,5.5886087,0.004140746,101,2525000,-0.0024993797,102810
61.89148211479187,18.289560950101876,240.98,0.07477399,0.8433233052492142,0.041108,25500,0.07325834,5.577807,0.0038676292,102,2550000,-0.002850778,103748
