clipfrac,explained_variance,policy_entropy,serial_timesteps,n_updates,true_reward,approxkl,total_timesteps,time_elapsed,fps,value_loss,ep_reward_mean,ep_len_mean,policy_loss
0.021748,0.888190433382988,5.3024693,39000,156,0.09112683,0.0030043132,3900000,135.7625286579132,111874,0.013578599,22.7657697577824,249.48,-0.0028628805
0.030468002,0.8997887596487999,5.2902956,39250,157,0.09027924,0.0035749157,3925000,136.57787942886353,115827,0.02698346,22.508891758582322,248.38,-0.0041385693
0.022651998,0.8963375240564346,5.2861185,39500,158,0.09064472,0.0030232063,3950000,137.37666249275208,108096,0.0129071865,22.66118021172937,250.0,-0.0031628083
0.021228,0.9119502902030945,5.282156,39750,159,0.09068133,0.0025013282,3975000,138.20281720161438,105667,0.01410527,22.65228779758909,249.44,-0.003548295
0.022796001,0.8760263100266457,5.275871,40000,160,0.09185683,0.0030258554,4000000,139.0382194519043,108532,0.010929885,22.950526690647457,249.6,-0.003374209
0.026471999,0.873313307762146,5.2677083,40250,161,0.091714315,0.003365246,4025000,139.9441578388214,89307,0.012619098,22.90528700324241,249.36,-0.0035621566
0.023996,0.886129342019558,5.2616143,40500,162,0.09121364,0.0031895866,4050000,140.78140807151794,103458,0.027040938,22.747268351814927,248.08,-0.004513352
0.024788002,0.8982199653983116,5.2608194,40750,163,0.09128209,0.0031096437,4075000,141.62088179588318,106280,0.012782335,22.799684836179075,249.38,-0.0032734335
0.038976002,0.8609341084957123,5.2538495,41000,164,0.09155917,0.0038550626,4100000,142.43891048431396,108123,0.0068947626,22.88979420668118,250.0,-0.0034378697
0.024552,0.8150638937950134,5.241771,41250,165,0.091678455,0.0032632668,4125000,143.26202392578125,118591,0.0069008283,22.919614207287086,250.0,-0.0033473417
0.018628001,0.8689018338918686,5.2256746,41500,166,0.09136948,0.0025934158,4150000,144.07159161567688,106974,0.012220587,22.82539815917029,249.41,-0.0038350844
0.02816,0.847217008471489,5.2142434,41750,167,0.091908105,0.0033354717,4175000,144.89629888534546,107801,0.0069806604,22.977025770600886,250.0,-0.0031813744
0.014900001,0.8117533624172211,5.2042704,42000,168,0.09216254,0.0023748416,4200000,145.7356743812561,105763,0.0062206374,23.040634721401148,250.0,-0.0028712999
0.025144001,0.8909467682242393,5.1935186,42250,169,0.09181174,0.0031153625,4225000,146.56077337265015,99078,0.013558418,22.927006500296994,249.33,-0.0042141154
0.027368,0.8374301940202713,5.1842027,42500,170,0.09254744,0.0032938472,4250000,147.42451000213623,91782,0.0054528527,23.13686011930171,250.0,-0.0035289992
0.025056,0.9001088514924049,5.172568,42750,171,0.09179017,0.0032122817,4275000,148.27512907981873,95548,0.008228756,22.947541789910755,250.0,-0.0031755646
